timestamp,ax,ay,az,gx,gy,gz,lat,lng,alt,speed,bearing
24637.555,-1.1872,7.4493,6.6261,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.566,-1.1752,7.4015,6.5041,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.576,-1.2494,7.3297,6.3796,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.586,-1.2805,7.2651,6.4466,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.595,-1.3331,7.2699,6.5687,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.607,-1.2637,7.2435,6.7769,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.617,-1.1393,7.3034,6.8151,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.627,-1.1632,7.3249,6.9013,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.642,-1.2255,7.3273,6.7434,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.655,-1.2637,7.2746,6.7075,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.657,-1.3068,7.2172,6.6668,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.667,-1.2326,7.1861,6.6883,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.677,-1.3020,7.3081,6.7434,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.687,-1.2302,7.4230,6.8439,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.697,-1.0723,7.2890,6.7721,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.707,-1.1178,7.2603,6.8104,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.717,-1.0819,7.1909,6.6261,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.727,-1.1632,7.2603,6.6309,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.736,-1.0508,7.2746,6.6117,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.747,-1.1130,7.2316,6.6596,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.757,-1.0197,7.2364,6.6357,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.766,-1.1561,7.2292,6.7840,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.777,-1.0747,7.1646,6.8558,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.787,-1.0173,7.2005,6.9683,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.800,-1.0101,7.2100,6.9635,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.807,-0.9790,7.1765,7.0401,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.816,-0.9862,7.1047,6.8750,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.827,-0.9981,7.1598,6.7505,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.837,-1.0436,7.1382,6.6620,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.847,-1.0580,7.1933,6.5615,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.857,-1.0149,7.2076,6.6117,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.867,-1.0388,7.1693,6.6692,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.877,-0.9239,7.0162,6.7314,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.886,-0.9263,6.9468,6.8845,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.897,-0.8737,6.9324,6.8510,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.907,-0.9838,7.2052,7.7197,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.917,-1.1034,7.6288,8.4041,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.927,-0.4597,7.4254,8.4567,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.938,0.0811,6.7793,7.8346,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.948,-0.3520,7.1071,6.9827,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.960,-1.2374,7.5450,5.5516,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.968,-1.7352,7.5905,4.8146,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.978,-1.9051,7.4876,4.7332,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
